"";"Id_plac";"X";"Y";"BDForet";"stratum";"Brin_taill";"pch.cl15.F";"pch.cl15.R";"perch.nv";"nb_arbre_175";"nb_arbre_175_F";"nb_arbre_175_R";"Brin_taill.norm";"pch.cl15.F.norm";"pch.cl15.R.norm";"perch.nv.norm";"perch.nv.F.norm";"perch.nv.R.norm";"nb_arbre";"comp_F_nb";"comp_R_nb";"comp_nb";"G175";"G175R";"G175F";"Gbt";"GpvR";"GpvF";"GpnvF";"GpnvR";"G75";"comp_F_G";"comp_R_G";"comp_G";"gini_diam_median";"lorenz_diam_median";"gini_diam_175";"lorenz_diam_175";"ratio";"petit_bois";"moyen_bois";"gros_bois";"tres_gros_bois";"gini_diam_rand";"lorenz_diam_rand";"gini_diam";"lorenz_diam";"density";"htot_moy";"htot_dom";"htot_Lorey";"volume_total";"volume_total_175";"volume_tige";"volume_tige_175";"gap_F";"rumple_index";"zmax";"zmean";"zsd";"zq5";"zq10";"zq15";"zq20";"zq25";"zq30";"zq35";"zq40";"zq45";"zq50";"zq55";"zq60";"zq65";"zq70";"zq75";"zq80";"zq85";"zq90";"zq95";"skewness_first";"kurtosis_first";"skewness_last";"kurtosis_last"
"1";"1_IRSTEA";937999,726;6495494,236;"Hêtre";"Feuillus";"58";"2";"0";"4";11;10;1;130;4;0;9;9;0;154;99,3506493506493;0,649350649350649;"Feuillus";5,30444444444444;1,28444444444444;4,02;17,86545;0;0,61605;1,2321;0;25,0180444444444;94,865927881387;5,13407211861306;"Feuillus";0,0408289589760837;1,81878876861762;0,0875;1,63979486422668;0,928571428571429;99,3506493506494;0,649350649350649;0;0;0,163784605983315;1,03847677273893;0,163784605983315;1,03847677273893;2178,65433210239;11,6695169110781;16,9461831532263;11,6967352354098;10,5302175742266;3,19579544074519;10,3999535790042;3,0655314455228;0,12708719851577;2,73287039212346;15,68;10,0011924570161;1,37428422217426;7,46;8,201;8,48;8,762;9,0425;9,29;9,51;9,7;9,88;10,04;10,17;10,316;10,4665;10,62;10,8275;11,038;11,27;11,569;12,0395;-0,125981077059462;3,962731174369;-0,117759384497692;4,10338531727312
"2";"10_74_ONF";947591,491;6529153,398;"Feuillus";"Feuillus";"3";"1";"0";"0";11;11;0;7;2;0;0;0;0;20;100;0;"Feuillus";7,8625;0;7,8625;0,924075;0;0,308025;0;0;9,0946;100;0;"Feuillus";0,212844286883011;0,871217616580311;0,123217550274223;1,04757731880883;0,45;70;30;0;0;0,232441311340771;0,861054941482445;0,212844286883011;0,871217616580311;282,942121052258;12,5278197953516;14,7007019645485;13,849348120905;4,86845200488207;4,40684501746017;4,34170797909983;3,88010099167792;0,456396993453487;3,02680285835305;19,7;10,787556421497;3,05545447254586;5,46;5,96;6,42;6,92;7,4;7,88;8,34;8,75;9,16;9,55;9,95;10,37;10,77;11,28;11,8;12,32;12,94;13,66;15,067;0,2773453292945;2,76098064489988;0,602307453734547;3,04166009390785
"3";"10_IRSTEA";943000,739;6499501,067;"Feuillus";"Feuillus";"0";"4";"0";"16";12;12;0;0;9;0;36;36;0;57;100;0;"Feuillus";13,6355555555556;0;13,6355555555556;0;0;1,2321;4,9284;0;19,7960555555556;100;0;"Feuillus";0,200254413692082;1,41435763631339;0,18981018981019;1,26068376068376;0,789473684210526;84,2105263157895;14,0350877192982;1,75438596491228;0;0,26549968074006;1,30281447672892;0,26549968074006;1,30281447672892;806,385044998936;12,5733703959287;19,583457833849;12,8775859127042;12,3519429897049;10,0439080525954;11,2180769142433;8,91004197713375;0,189089568743089;3,60824827050151;19,93;9,87497797356828;3,10363114512969;5,81;6,29;6,61;6,87;7,28;7,7;8,1105;8,47;8,8535;9,28;9,66;10,118;10,69;11,12;11,5;12,124;12,96;13,837;16,084;0,837794741400157;3,36702141551217;0,846177606641464;3,66053037334045
"4";"100_IRSTEA";964000,705;6516500,698;"Feuillus";"Feuillus";"0";"0";"0";"1";9;7;2;0;0;0;2;2;0;11;81,8181818181818;18,1818181818182;"Feuillus";23,0480555555556;5,125;17,9230555555556;0;0;0;0,2738;0;23,3218555555556;78,0249046316593;21,9750953683407;"Feuillus";0,275085324232082;0,751436173713555;0,182448733413751;1,11915665162549;0,181818181818182;27,2727272727273;45,4545454545455;18,1818181818182;9,09090909090909;0,262019338880144;0,78208282303791;0,275085324232082;0,751436173713555;155,618166578742;22,9141397219294;27,1814559375666;26,1573789681867;23,2065350844822;23,103955753944;20,8423258737721;20,7397465432339;0,0386350407450524;4,0451785603235;40,59;27,6074157853506;7,34199448638805;9,74;12,98;15,5905;18,03;20,0275;21,76;23,07;24,19;25,25;26,3;27,41;28,29;29,23;30,33;31,47;32,556;33,6;34,73;36,29;-0,642385555718007;2,79077200860629;-0,380415668420249;2,23398196065433
"5";"101_IRSTEA";931005,416;6517490,806;"Feuillus";"Feuillus";"0";"1";"0";"0";20;19;1;0;2;0;0;0;0;22;95,4545454545455;4,54545454545455;"Feuillus";30,0425;1,36111111111111;28,6813888888889;0;0;0,308025;0;0;30,350525;95,5153622182446;4,48463778175538;"Feuillus";0,235241413638626;0,995925840604333;0,202128063841915;1,08289711191336;0,0909090909090909;27,2727272727273;63,6363636363636;4,54545454545455;4,54545454545455;0,241603799385001;0,982983144231218;0,235241413638626;0,995925840604333;311,236333157484;20,7761182321448;26,2796597343545;24,329829701546;28,0175399782558;27,9149606477176;25,0737839244679;24,9712045939297;0,101033410253838;4,52157030487277;40,68;28,5727454798331;6,52933766571786;13,29;17,78;20,29;22,07;23,6;24,59;25,56;26,24;26,91;27,59;28,34;28,96;29,62;30,33;31,07;31,83;32,63;33,61;35,31;-1,26330840370214;4,74850063275846;-0,666058222292995;3,39917691255759
"6";"102_IRSTEA";936000,211;6517503,625;"Feuillus";"Feuillus";"0";"0";"2";"0";39;0;39;0;0;4;0;0;0;43;0;100;"Resineux";25,6413888888889;25,6413888888889;0;0;0,61605;0;0;0;26,2574388888889;0;100;"Resineux";0,119638336347197;0,707649156916842;0,0887578947368422;1,06958106508876;0,0930232558139535;37,2093023255814;62,7906976744186;0;0;0,106400297024047;0,915631940841835;0,119638336347197;0,707649156916842;608,325560262356;16,7581213094309;19,9456419292196;19,236746015276;14,9368496553598;14,7630103386159;14,847997385012;14,6741580682681;0,400408580183861;7,16923065071002;19,26;12,4154096385542;2,8139480609707;6,83;8,17;8,9;9,63;10,18;10,82;11,39;11,73;12,19;12,59;12,91;13,26;13,55;13,93;14,26;14,69;15,19;15,86;16,57;-0,392192982773211;2,7485612084006;-0,529377298328237;3,3617010653524
"7";"103_IRSTEA";937003,659;6517499,821;"Sapin, épicéa";"Coniferes";"3";"11";"4";"1";9;4;5;7;25;9;2;0;2;52;69,2307692307692;30,7692307692308;"Mixte";5,64583333333333;3,81583333333333;1,83;0,924075;1,2321;3,388275;0;0,2738;11,4640833333333;53,5790766815198;46,4209233184802;"Mixte";0,113541255428346;1,56281296143196;0,137951807228916;1,48934736768424;0,826923076923077;96,1538461538462;3,84615384615385;0;0;0,175734405621389;0,964634934837699;0,175734405621389;0,964634934837699;735,649514735872;12,0228484959063;17,7858622005887;12,4295123445105;5,56441207959345;3,44508466993644;5,4810456523685;3,36171824271149;0,481769911504425;5,82988460825584;24,07;10,4864042207792;3,73370573913702;5,322;5,65;6,05;6,396;6,76;7,25;7,748;8,276;8,81;9,56;10,352;10,824;11,466;12,05;12,54;13,07;13,61;14,774;16,484;0,620857066640658;3,2276060437951;1,01162921604041;3,49805881006466
"8";"104_IRSTEA";938001,123;6517496,658;"Hêtre";"Feuillus";"0";"0";"5";"0";11;2;9;0;0;11;0;0;0;22;9,09090909090909;90,9090909090909;"Resineux";6,94805555555556;6,01361111111111;0,934444444444444;0;1,540125;0;0;0;8,48818055555556;11,0087720015904;88,9912279984096;"Resineux";0,192640692640693;0,892676767676768;0,104835589941973;1,15135396518375;0,5;77,2727272727273;22,7272727272727;0;0;0,210867248584121;0,944426552885704;0,192640692640693;0,892676767676768;311,236333157484;13,4344693032259;17,9099594177906;16,5960231862179;4,60161286208109;4,1235547410353;4,54098580982858;4,06292768878279;0,550434639986879;4,08219818332471;22,3;11,6756242223144;4,06001634890038;5,3;5,69;6,3;6,84;7,41;8,12;9,014;10,066;10,73;11,41;12,1;12,8;13,256;14,04;14,75;15,322;16,004;16,76;17,39;-0,0611298241071222;1,88099744623675;0,282540263008589;1,67793505937973
"9";"105_IRSTEA";954002,822;6517511,597;"Sapin, épicéa";"Coniferes";"5";"1";"5";"6";51;7;44;11;2;11;14;0;14;89;22,4719101123596;77,5280898876404;"Resineux";38,0619444444444;34,2541666666667;3,80777777777778;1,540125;1,540125;0,308025;0;1,9166;43,3668194444445;13,0420626880958;86,9579373119042;"Resineux";0,210248191344198;0,845753740446896;0,121673769856645;1,18040903410768;0,426966292134831;65,1685393258427;34,8314606741573;0;0;0,224363883050072;0,847879716919373;0,210248191344198;0,845753740446896;1259,09243868255;14,7539505967817;22,6055573317871;18,370669932736;25,035420629794;23,2821592516462;24,7106365457385;22,9573751675907;0,122434695663042;3,50475749696191;25,95;17,4604066471163;2,84257804676266;10,46;11,83;12,68;13,37;13,97;14,52;15,05;15,5;15,87;16,22;16,61;17;17,39;17,78;18,22;18,74;19,32;20,01;21,03;-0,400112285052774;3,58676750936107;-0,312898941992168;3,24678463244769
"10";"107_IRSTEA";960998,589;6517500,056;"Mixte";"Mixte";"4";"9";"0";"2";52;51;1;9;20;0;4;2;2;85;96,4705882352941;3,52941176470588;"Feuillus";31,2908333333333;2,83361111111111;28,4572222222222;1,2321;0;2,772225;0,2738;0,2738;35,8427583333333;91,3304353358841;8,66956466411587;"Feuillus";0,179933255514651;0,849146126894578;0,109918723535235;1,13861965051854;0,388235294117647;75,2941176470588;23,5294117647059;1,17647058823529;0;0,208953468480027;0,826817447188992;0,179933255514651;0,849146126894578;1202,5040144721;14,7452586354347;21,1575545915079;17,8466867060671;21,705037638855;20,028138357141;20,8797234296842;19,2028241479701;0,0298933579645646;2,6942566679164;31,99;23,161537405628;3,17087803874299;14,2825;15,82;16,94;17,91;18,69;19,34;19,94;20,57;21,17;21,69;22,21;22,71;23,19;23,7;24,17;24,64;25,16;25,76;26,6;-0,480735525109679;2,85749967928083;-0,368990233713065;2,96553106894432
"11";"108_IRSTEA";962001,475;6517495,93;"Mixte";"Mixte";"18";"2";"0";"5";12;12;0;40;4;0;11;6;5;67;92,5373134328358;7,46268656716418;"Feuillus";21,4858333333333;0;21,4858333333333;5,54445;0;0,61605;0,8214;0,6845;29,1522333333333;97,6519809231311;2,3480190768689;"Feuillus";0,236374250384758;1,44826706539352;0,213721372137214;1,18417216721672;0,82089552238806;85,0746268656716;10,4477611940298;4,47761194029851;0;0,293643523490639;1,38436429270159;0,293643523490639;1,38436429270159;947,856105525066;12,9371327857755;24,0840548261743;13,3467093805771;21,1438522388315;18,3620698294466;18,8350628576119;16,0532804482269;0,192568125516102;3,51565390529074;27,58;15,8657758757331;5,60992312466598;5,88;6,92;8;8,92;9,86;10,73;11,53;12,35;13,28;14,31;15,36;16,16;17,07;17,928;18,77;19,66;20,62;21,58;22,64;-0,248726210843391;1,90929180347491;0,289469657795483;2,11963390522549
"12";"109_IRSTEA";963993,121;6517501,894;"Mixte";"Mixte";"0";"0";"0";"0";9;5;4;0;0;0;0;0;0;9;55,5555555555556;44,4444444444444;"Mixte";29,08;17,2725;11,8075;0;0;0;0;0;29,08;40,603507565337;59,396492434663;"Mixte";0,180645161290323;1,0621490442055;0,180645161290323;1,0621490442055;0;11,1111111111111;22,2222222222222;55,5555555555556;11,1111111111111;0,180645161290323;1,0621490442055;0,180645161290323;1,0621490442055;127,323954473516;26,9780436575748;29,1706361223241;28,2454201591595;26,950420708695;26,950420708695;25,279140655565;25,279140655565;0,0938498402555911;5,25162943179386;42,49;24,8872100438422;7,72103232447471;8,347;10,88;14,44;16,81;18,75;20,22;21,4;22,38;23,393;24,25;25,06;25,95;26,95;27,84;28,81;29,66;30,939;32,53;34,563;-0,579985178278321;2,87868472827351;-0,305274040039104;2,54705081560738
"13";"11_IRSTEA";945998,7052;6499504,653;"Feuillus";"Feuillus";"0";"5";"0";"17";21;21;0;0;11;0;38;38;0;70;100;0;"Feuillus";20,2188888888889;0;20,2188888888889;0;0;1,540125;5,2022;0;26,9612138888889;100;0;"Feuillus";0,218510341975466;1,23822101823601;0,212089810017271;0,974878774603846;0,7;85,7142857142857;12,8571428571429;1,42857142857143;0;0,271331753721762;1,19312979293657;0,271331753721762;1,19312979293657;990,297423682904;13,8004767338808;24,4935652003196;14,7742082886648;19,0496443684515;16,5364507702655;17,7175273567467;15,2043337585608;0,262038523274478;8,63605527670613;25,2;18,7063824604141;3,97819130260305;7,758;11,576;13,903;15,612;16,445;16,944;17,31;17,762;18,291;18,75;19,31;19,728;20,1;20,49;21,065;21,794;22,393;23,05;23,671;-1,27063460573196;4,92846516595127;-1,17603855565656;3,92896432120209
"14";"110_IRSTEA";936998,1985;6518499,501;"Mixte";"Mixte";"9";"0";"2";"1";22;8;14;20;0;4;2;1;1;48;60,4166666666667;39,5833333333333;"Mixte";17,6488888888889;13,6466666666667;4,00222222222222;2,772225;0,61605;0;0,1369;0,1369;21,3109638888889;32,4309461470472;67,5690538529528;"Mixte";0,2240766533788;1,12417799253825;0,160852219675749;1,2774064171123;0,541666666666667;70,8333333333333;27,0833333333333;2,08333333333333;0;0,233446122850561;1,14483920566546;0,2240766533788;1,12417799253825;679,06109052542;14,297541577735;21,621571130111;16,8064547500013;13,2933091743835;11,9989270578024;13,028739069961;11,73435695338;0,279196758851506;5,42184445964674;24,89;15,8625113327289;3,7615157737554;6,79;9,022;10,36;11,264;12,06;12,77;13,38;14,03;14,57;15,01;15,52;16,022;16,54;17,094;17,63;18,41;19,552;20,588;21,734;-0,178570464478704;2,93505664735995;-0,374300111986251;2,73073789123225
"15";"111_IRSTEA";938001,898;6518498,394;"Mixte";"Mixte";"32";"5";"9";"3";16;7;9;72;11;20;7;4;3;126;74,6031746031746;25,3968253968254;"Mixte";12,4147222222222;9,32472222222222;3,09;9,8568;2,772225;1,540125;0,5476;0,4107;27,5421722222222;54,5872884632879;45,4127115367121;"Mixte";0,105613936499017;1,65103177785646;0,164400494437577;1,18699864158426;0,873015873015873;93,6507936507936;5,55555555555556;0,793650793650794;0;0,193355574276889;1,06289836162865;0,193355574276889;1,06289836162865;1782,53536262923;11,9197452973153;20,593662352305;12,1854831009172;13,4919089654644;8,03013201577505;13,3238717229082;7,86209477321891;0,178521338409136;3,43597114994149;23,49;13,619266002845;3,12747011113468;6,9295;8,08;9,23;10,208;10,93;11,61;12,0965;12,46;12,87;13,17;13,49;13,844;14,2735;14,62;15,03;15,5;16,3015;17,36;18,8;0,115967580574412;3,33322434730529;-0,00428872732912407;3,31450177583825
"16";"112_IRSTEA";939002,682;6518488,71;"Feuillus";"Feuillus";"13";"7";"0";"4";9;9;0;29;16;0;9;9;0;63;100;0;"Feuillus";4,33555555555556;0;4,33555555555556;4,004325;0;2,156175;1,2321;0;11,7281555555556;100;0;"Feuillus";0,0764115244839085;1,64891657574584;0,0739247311827957;1,21027479091995;0,857142857142857;96,8253968253968;3,17460317460317;0;0;0,172777866588348;0,922432260181208;0,172777866588348;0,922432260181208;891,267681314614;11,8995817467825;15,9853360060529;11,9951511697127;5,29997933471752;2,53033741018609;5,12540887913905;2,35576695460762;0,484940411700975;3,69720807476469;12,45;7,93791917454858;1,48994703359777;5,509;5,88;6,18;6,47;6,745;7,01;7,22;7,43;7,651;7,89;8,109;8,3;8,5;8,71;8,92;9,15;9,41;9,7;10,47;0,312932244989929;2,82830814931659;0,44416096665062;2,74826950407941
"17";"113_IRSTEA";947002,308;6518500,475;"Mixte";"Mixte";"0";"0";"0";"0";4;0;4;0;0;0;0;0;0;4;0;100;"Resineux";12,1802777777778;12,1802777777778;0;0;0;0;0;0;12,1802777777778;0;100;"Resineux";0,145174371451744;1,15638553898233;0,145174371451744;1,15638553898233;0;0;50;50;0;0,145174371451744;1,15638553898233;0,145174371451744;1,15638553898233;56,5884242104517;27,9393739348646;27,9393739348646;27,3951895177602;10,6134121578786;10,6134121578786;10,4436380781851;10,4436380781851;0,739266547406082;3,59949752551576;24,12;14,1460294117647;4,60658805021637;6,1;7,512;8,385;9,04;9,885;10,344;10,965;11,752;12,528;13,12;13,66;14,324;15,024;15,85;16,585;17,674;18,764;20,364;21,849;0,114963075631835;2,23020454308064;-0,00376877812089003;1,96005079317409
"18";"114_IRSTEA";947998,176;6518501,157;"Mixte";"Mixte";"0";"0";"1";"1";11;2;9;0;0;2;2;1;1;15;20;80;"Resineux";47,2060111111111;42,5912888888889;4,61472222222222;0;0,308025;0;0,1369;0,1369;47,7878361111111;9,943162547001;90,056837452999;"Resineux";0,387125614662494;0,807545105051408;0,274158750603767;1,27384020086996;0,266666666666667;26,6666666666667;26,6666666666667;26,6666666666667;20;0,384419821613949;0,81698121838285;0,387125614662494;0,807545105051408;212,206590789194;23,7696708869327;33,7048796257727;27,7934540331236;48,0899386420194;47,9082694891924;46,6645812439226;46,4829120910956;0,357292050620469;4,50643495272908;28,27;16,803397366717;5,88807562897889;6,41;7,794;8,96;10,13;11,11;12,39;13,42;14,306;15,18;16,07;16,95;17,75;18,66;19,418;20,25;21,14;22,064;22,88;24,268;-0,260126574222808;1,95450255153011;0,027153445289044;2,05918236351786
"19";"116_IRSTEA";952990,462;6518491,962;"Mixte";"Mixte";"0";"0";"4";"1";31;24;7;0;0;9;2;1;1;42;59,5238095238095;40,4761904761905;"Mixte";39,5669444444444;4,30777777777778;35,2591666666667;0;1,2321;0;0,1369;0,1369;41,0728444444444;86,1787566589009;13,8212433410991;"Feuillus";0,253786345723719;0,882738219013952;0,168535980148883;1,04466501240695;0,261904761904762;35,7142857142857;54,7619047619048;9,52380952380952;0;0,255852192700135;0,888043466668089;0,253786345723719;0,882738219013952;594,178454209743;17,8296736789987;25,8893523948645;22,406323547197;33,5755350076488;33,0896470505199;30,3892712714898;29,9033833143609;0,0449409493527141;3,0179869849231;40,75;29,6520198094283;5,6274035018392;13,18;15,97;19,57;22,88;24,91;26,24;27,25;28,08;28,74;29,33;29,97;30,52;31,04;31,54;31,98;32,5;33,06;33,64;34,42;-1,71171784456823;5,50363878714433;-1,25659929990711;3,92250917907758
"20";"117_IRSTEA";957996,364;6518499,406;"Feuillus";"Feuillus";"0";"19";"0";"1";13;11;2;0;43;0;2;2;0;58;96,551724137931;3,44827586206897;"Feuillus";13,9844444444444;3,60944444444444;10,375;0;0;5,852475;0,2738;0;20,1107194444444;82,0521366507276;17,9478633492724;"Feuillus";0,202902158180527;1,39270783979667;0,17395029991431;0,890198984325937;0,775862068965517;84,4827586206897;13,7931034482759;1,72413793103448;0;0,281752628139724;1,16789962750018;0,281752628139724;1,16789962750018;820,532151051549;13,4811093163147;23,414239108436;14,0483494167051;13,2591572496247;10,9511223125152;12,6516300241673;10,3435950870577;0,15235856211133;3,86467425788073;31,35;19,2231534922627;6,24854414825351;7,04;9,34;10,954;11,97;12,9;13,65;14,32;14,98;15,68;16,56;17,59;18,84;20,51;22,17;23,38;24,28;25,23;26,254;27,41;-0,0878160403538648;1,92581219614061;0,152584663885333;2,08084477079499
"21";"118_IRSTEA";930998,243;6519499,129;"Feuillus";"Feuillus";"5";"2";"0";"5";19;19;0;11;4;0;11;11;0;45;100;0;"Feuillus";27,7463888888889;0;27,7463888888889;1,540125;0;0,61605;1,5059;0;31,4084638888889;100;0;"Feuillus";0,31181866205638;1,17644068791454;0,268347188701171;1,14231385509546;0,577777777777778;73,3333333333333;17,7777777777778;8,88888888888889;0;0,337217726176518;1,18772924166696;0,31181866205638;1,17644068791454;636,619772367581;14,6674168434597;25,4538618925513;16,7056824005519;26,5689998852138;25,2354685882171;23,8696379169922;22,5361066199956;0,0595278388898291;2,92419946139406;32,09;20,2894269141531;6,39680320083963;7,8;9,65;11,58;13,06;14,22;15,24;16,29;17,14;17,89;18,79;19,83;20,68;21,56;22,5;23,4875;24,49;25,49;26,94;28,6135;-0,303668842316523;2,19854960582914;0,106203087645525;2,38891773653353
"22";"119_IRSTEA";931995,097;6519482,286;"Feuillus";"Feuillus";"0";"1";"0";"0";28;28;0;0;2;0;0;0;0;30;100;0;"Feuillus";42,6777777777778;0;42,6777777777778;0;0;0,308025;0;0;42,9858027777778;100;0;"Feuillus";0,233188794824145;0,879181636726547;0,209333181697563;1,04062049589539;0,0666666666666667;26,6666666666667;53,3333333333333;20;0;0,228131735583068;0,888333638816199;0,233188794824145;0,879181636726547;424,413181578388;20,1921756666537;27,3201964131074;23,1360890307649;37,6930955058422;37,590516175304;33,8423897964336;33,7398104658954;0,0294946346142318;3,07752071724827;40,24;29,4875564880568;4,55692366822568;18,66;20,61;21,78;22,766;23,75;24,51;25,3;26,04;26,76;27,42;28,03;28,76;29,57;30,33;31,07;31,84;32,83;33,84;35,04;-0,392172040084821;3,11208119837348;-0,277334580546001;3,41353414265468
"23";"12_IRSTEA";942997,754;6501498,005;"Feuillus";"Feuillus";"0";"0";"0";"3";19;19;0;0;0;0;7;7;0;26;100;0;"Feuillus";14,8327777777778;0;14,8327777777778;0;0;0;0,9583;0;15,7910777777778;100;0;"Feuillus";0,208340573414422;1,02275420395951;0,141621129326047;1,13296966531947;0,269230769230769;57,6923076923077;42,3076923076923;0;0;0,194047335263068;1,06922182749862;0,208340573414422;1,02275420395951;367,824757367936;16,9912858777202;21,6406625106291;20,7738930559155;11,5618655411571;11,2028378842734;10,6930261542814;10,3339984973977;0,0878422425032594;4,855047340422;33,92;25,7545680687472;4,58436655617028;13,42;15,796;18,464;20,142;21,16;22,088;23,06;23,78;24,43;25,51;26,22;26,816;27,45;27,99;28,43;28,94;29,61;30,25;31,13;-1,1931414110813;4,4923827761696;-0,816012487622278;3,09201352962043
"24";"120_IRSTEA";936997,547;6519499,757;"Mixte";"Mixte";"0";"1";"9";"0";18;7;11;0;2;20;0;0;0;40;22,5;77,5;"Resineux";13,6969444444444;10,6325;3,06444444444444;0;2,772225;0,308025;0;0;16,7771944444444;20,101510151843;79,898489848157;"Resineux";0,221512415747145;1,13717591798216;0,164277839029768;1,1042411048498;0,55;77,5;22,5;0;0;0,231498001038154;1,1712183352326;0,221512415747145;1,13717591798216;565,884242104517;13,7191160048243;21,4035954670947;16,4922290096287;9,60562148647045;8,63384557221263;9,4432013265602;8,47142541230238;0,444718201416692;4,71465816537799;26,35;13,8791858297079;4,83287363357532;5,8915;6,653;7,4;8,336;9,13;10,246;11,321;12,262;13,3535;14,12;14,83;15,354;15,98;16,833;17,3925;18,064;18,5465;19,264;20,427;-0,143387779149658;2,11488383762683;-0,0819411575964608;2,05646471167734
"25";"121_IRSTEA";937996,6318;6519488,981;"Mixte";"Mixte";"0";"1";"6";"1";25;10;15;0;2;14;2;1;1;43;30,2325581395349;69,7674418604651;"Mixte";24,6702777777778;18,0208333333333;6,64944444444444;0;1,84815;0,308025;0,1369;0,1369;27,1002527777778;26,178240854867;73,821759145133;"Mixte";0,264354408066983;0,987089344591215;0,200672915164624;1,27877087238645;0,418604651162791;65,1162790697674;30,2325581395349;4,65116279069767;0;0,280903965390682;0,98040489799355;0,264354408066983;0,987089344591215;608,325560262356;15,3685257797504;24,73088126936;19,8832205509298;18,17468585295;17,368919419353;17,9295993100016;17,1238328764046;0,233416345936156;6,49075807331479;28,4;15,4210586011342;5,21597061763997;5,86;6,55;7,589;8,64;9,66;10,9;12,091;12,974;13,817;14,39;15,35;15,98;16,799;17,67;18,43;19,078;20,01;21,15;23,367;-0,108673085213694;2,4069549545609;0,303893372964513;2,15248640113934
"26";"122_IRSTEA";938999,915;6519499,467;"Mixte";"Mixte";"0";"11";"1";"3";23;12;11;0;25;2;7;4;3;57;71,9298245614035;28,0701754385965;"Mixte";14,0925;8,49361111111111;5,59888888888889;0;0,308025;3,388275;0,5476;0,4107;18,7471;50,8599404115244;49,1400595884756;"Mixte";0,17774826012123;1,06985023880499;0,109279766503563;1,31892358414954;0,596491228070175;82,4561403508772;17,5438596491228;0;0;0,215810400753375;0,86352952118729;0,17774826012123;1,06985023880499;806,385044998936;13,5145844345032;19,0675453910284;15,0857990886662;10,3188382682337;8,61413882949991;10,0722474149885;8,36754797625472;0,311104910714286;6,11742321322004;20,25;13,3081338028169;3,13434742133491;6,83;8,018;8,64;9,11;9,71;10,32;10,87;11,45;12,136;12,78;13,3;13,86;14,462;14,95;15,4;15,85;16,4;16,88;17,536;-0,315426372013932;2,17502832797664;-0,195905815362534;2,34836130793815
"27";"124_IRSTEA";940994,063;6519496,312;"Feuillus";"Feuillus";"7";"4";"1";"2";16;15;1;16;9;2;4;4;0;47;93,6170212765958;6,38297872340426;"Feuillus";10,0536111111111;0,694444444444444;9,35916666666667;2,156175;0,308025;1,2321;0,5476;0;14,2975111111111;92,9885038266178;7,01149617338216;"Feuillus";0,172113351996801;1,19892879116227;0,115394912985274;0,961243411144578;0,659574468085106;80,8510638297872;19,1489361702128;0;0;0,227217553148446;0,944822966258384;0,227217553148446;0,944822966258384;664,913984472807;13,0494032161172;18,5109260120466;13,9717457419551;8,07953377703648;6,50521382586061;7,57674143275235;6,00242148157647;0,341491178144565;5,73712258386961;16,82;10,9571421975993;2,12558767422867;6,185;7,265;8,3025;8,91;9,3975;9,78;10,1;10,38;10,6375;10,865;11,08;11,29;11,53;11,81;12,11;12,48;12,9;13,49;14,41;-0,139639545165187;3,41040787660632;-0,335639412608493;3,14705482931193
"28";"125_IRSTEA";943002,3419;6519498,047;"Feuillus";"Feuillus";"0";"4";"1";"0";5;5;0;0;9;2;0;0;0;16;87,5;12,5;"Feuillus";13,2833333333333;0;13,2833333333333;0;0,308025;1,2321;0;0;14,8234583333333;97,9220436076827;2,07795639231736;"Feuillus";0,373601789709172;1,15238434320199;0,202127659574468;1,10784574468085;0,6875;68,75;18,75;6,25;6,25;0,411251682368775;1,1323231757103;0,411251682368775;1,1323231757103;226,353696841807;15,1890053959484;20,5682283282413;16,6598161117712;14,0403379021049;13,491811256311;12,3049102658775;11,7563836200837;0,128400116993273;7,41593568754873;34,07;21,0979877782628;7,6303474033;6,06;7,57;9,813;12,09;13,91;15,11;16,607;17,906;19,12;20,5;21,501;23,07;24,253;25,08;25,78;27,322;28,76;29,698;30,778;-0,473901392228166;2,17368165923933;-0,17925952232438;1,83596047970379
"29";"126_IRSTEA";949992,247;6519501,682;"Mixte";"Mixte";"0";"1";"1";"0";14;7;7;0;2;2;0;0;0;18;50;50;"Mixte";21,2211111111111;12,6108333333333;8,61027777777778;0;0,308025;0,308025;0;0;21,8371611111111;40,8400283003819;59,1599716996181;"Mixte";0,303511518675911;1,23829529934304;0,244020685197156;1,17857142857143;0,222222222222222;38,8888888888889;44,4444444444444;16,6666666666667;0;0,317402667933879;1,11198975230279;0,303511518675911;1,23829529934304;254,647908947033;18,7456730085558;25,1374118085971;25,1182391088047;18,7023181533937;18,5128191644836;17,7242440155073;17,5347450265971;0,171432461873638;4,1303936553771;33,03;17,1447272184045;7,3191285657664;5,87;6,62;7,41;8,4;9,43;10,363;11,51;12,63;14,11;15,34;16,74;18,17;19,36;20,52;21,83;23,11;24,43;25,72;27,43;0,0875729486441095;1,76719764597729;0,191466590363944;1,95586198957648
